application_id,family_id,applicant_name,age,gender,state,district,village,tribe,community_category,is_scheduled_tribe,years_in_forest_area,caste_certificate,id_proofs,residence_proofs,dependence_proofs,gram_sabha_resolution,family_size,dependents,land_area_requested_acres,land_type,has_previous_claim,document_completeness,document_authenticity_score,eligibility_confidence_score,fraud_risk_score,application_date,application_status,gram_sabha_date,frc_recommendation,latitude,longitude,created_timestamp,last_updated
FRA-2025-000141,FAM-FA14BB45,Ramesh Yadav,58,Male,Jharkhand,Bastar,Village_7,Gond,OTFD,False,84,False,Voter ID|Ration Card,Electricity Bill,Land Record|Voter List,True,3,1,1.0,Habitation,False,Medical Certificate Alternative,0.733,0.993,0.125,2025-01-15,Approved,2025-02-07,Rejected,23.11587,80.364502,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000142,FAM-3269A7B9,Suresh Prasad,64,Male,Madhya Pradesh,Bastar,Village_52,Munda,OTFD,False,106,False,Ration Card|Aadhaar,Ration Card,Land Record|School Cert,True,2,3,3.06,Agricultural,False,Partial,0.607,0.502,0.293,2025-06-10,Approved,2025-06-29,Rejected,21.709366,76.171262,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000143,FAM-89E5CD9D,Geeta Singh,54,Female,Andhra Pradesh,Dantewada,Village_77,Ho,OTFD,False,97,False,Ration Card|PAN,Ration Card,Medical Record|Voter List,True,3,0,1.76,Habitation,False,Medical Certificate Alternative,0.608,0.612,0.394,2025-01-19,Approved,2025-02-19,Approved with Conditions,22.688881,84.297653,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000144,FAM-D5725CE5,Rita Gupta,64,Female,Odisha,Dantewada,Village_7,Kondh,ST,True,42,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,7,0,0.91,Grazing,False,Community Testimony,0.79,0.577,0.278,2025-01-10,Pending - Gram Sabha,2025-02-07,Rejected,21.162474,82.096371,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000145,FAM-1AA6D323,Sunita Devi,57,Female,Andhra Pradesh,Dantewada,Village_16,Santhal,OTFD,False,83,False,Aadhaar|Voter ID,Ration Card,Land Record|School Cert,True,5,2,3.22,Water Bodies,False,Community Testimony,0.881,0.648,0.016,2025-04-23,Under Review,2025-06-06,Approved,17.021904,82.731231,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000146,FAM-F510DDCD,Anita Kumari,30,Female,Maharashtra,Koraput,Village_93,Kondh,OTFD,False,92,False,Voter ID|Ration Card,Electricity Bill,Medical Record|Voter List,True,2,0,0.68,Habitation,False,Community Testimony,0.744,0.838,0.17,2025-02-28,Approved,2025-04-08,Approved,22.30684,76.21666,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000147,FAM-9B0E654F,Rita Gupta,42,Female,Andhra Pradesh,Koraput,Village_48,Santhal,ST,True,12,True,Aadhaar|Voter ID,Electricity Bill,,True,2,1,3.87,Community Forest Resource,False,Medical Certificate Alternative,0.92,0.824,0.319,2025-03-23,Approved,2025-04-30,Approved,20.328222,81.679754,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000148,FAM-3526876D,Anita Kumari,64,Female,Madhya Pradesh,Kandhamal,Village_79,Kondh,OTFD,False,119,False,Voter ID|Ration Card,Electricity Bill,Old Ration Card|Voter List,True,4,4,2.04,Agricultural,False,Community Testimony,0.605,0.934,0.21,2025-04-22,Pending - Gram Sabha,2025-06-03,Rejected,22.505933,82.037107,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000149,FAM-90D01797,Ramesh Yadav,47,Male,Andhra Pradesh,Bastar,Village_20,Ho,ST,True,40,True,Aadhaar|Ration Card,Gram Sabha Cert,,True,6,1,3.77,Water Bodies,False,Medical Certificate Alternative,0.948,0.537,0.197,2025-06-09,Approved,2025-06-25,Rejected,22.146539,79.242601,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000150,FAM-18BB793C,Seeta Sharma,61,Female,Madhya Pradesh,Koraput,Village_64,Munda,ST,True,21,True,Aadhaar|Voter ID,Gram Sabha Cert,,True,3,3,2.79,Agricultural,False,Complete,0.823,0.5,0.036,2025-05-17,Pending - Gram Sabha,2025-06-18,Approved with Conditions,19.90674,74.705578,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000151,FAM-63E953CF,Geeta Singh,60,Female,Maharashtra,Dantewada,Village_61,Santhal,ST,True,46,True,Ration Card|Aadhaar,Ration Card,,True,2,0,3.16,Habitation,True,Community Testimony,0.932,0.982,0.117,2025-09-12,Rejected - Multiple Claims,2025-10-19,Approved,20.939377,84.683903,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000152,FAM-7D2A6CBD,Sunita Devi,41,Female,Maharashtra,Rayagada,Village_25,Kondh,OTFD,False,101,False,Voter ID|Ration Card,Ration Card,Gram Sabha Cert|Medical Record,True,5,0,0.88,Grazing,True,Complete,0.909,0.725,0.263,2025-09-05,Rejected - Multiple Claims,2025-10-20,Rejected,22.889711,81.191942,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000153,FAM-FBA6775E,Rita Gupta,36,Female,Andhra Pradesh,Dantewada,Village_23,Gond,ST,True,7,True,Ration Card|PAN,Gram Sabha Cert,,True,4,2,2.62,Community Forest Resource,False,Medical Certificate Alternative,0.767,0.804,0.277,2025-05-13,Approved,2025-06-27,Approved with Conditions,23.438375,75.79634,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000154,FAM-8C1894E7,Rita Gupta,45,Female,Andhra Pradesh,Dantewada,Village_81,Gond,OTFD,False,88,False,Voter ID|PAN,Gram Sabha Cert,Medical Record|Gram Sabha Cert,True,6,4,3.72,Habitation,False,Partial,0.802,0.847,0.129,2025-06-18,Approved,2025-07-18,Rejected,22.680989,82.765165,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000155,FAM-63916E53,Seeta Sharma,25,Female,Maharashtra,Koraput,Village_4,Munda,OTFD,False,85,False,Aadhaar|PAN,Ration Card,School Cert|Medical Record,True,8,3,3.13,Habitation,False,Community Testimony,0.659,0.531,0.314,2025-09-02,Approved,2025-09-28,Approved,21.928871,82.781838,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000156,FAM-7E2817BE,Rakesh Sharma,49,Male,Chhattisgarh,Dantewada,Village_90,Santhal,ST,True,45,True,Aadhaar|Voter ID,Electricity Bill,,True,7,2,1.96,Community Forest Resource,False,Complete,0.605,0.626,0.248,2025-04-21,Under Review,2025-05-28,Rejected,21.372921,81.844031,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000157,FAM-9DFAC6A5,Mahesh Singh,53,Male,Chhattisgarh,Koraput,Village_24,Gond,OTFD,False,108,False,Aadhaar|Voter ID,Ration Card,Voter List|Medical Record,True,2,4,2.45,Habitation,False,Community Testimony,0.602,0.733,0.375,2025-03-11,Approved,2025-04-14,Rejected,19.409239,84.268806,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000158,FAM-5DBA2359,Mahesh Singh,58,Male,Chhattisgarh,Rayagada,Village_67,Kondh,ST,True,33,True,Voter ID|Ration Card,Gram Sabha Cert,,True,8,0,2.38,Agricultural,False,Partial,0.865,0.666,0.117,2025-09-16,Pending - Gram Sabha,2025-10-18,Approved,22.351508,79.793674,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000159,FAM-4165369D,Raman Kumar,68,Male,Jharkhand,Bastar,Village_15,Munda,OTFD,False,92,False,PAN|Aadhaar,Gram Sabha Cert,Medical Record|Land Record,True,6,0,3.31,Grazing,False,Community Testimony,0.959,0.596,0.206,2025-03-25,Approved,2025-04-26,Rejected,17.523775,82.714357,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000160,FAM-53AD311F,Sunita Devi,38,Female,Maharashtra,Bastar,Village_83,Kondh,OTFD,False,119,False,Voter ID|Aadhaar,Electricity Bill,Gram Sabha Cert|Medical Record,True,5,3,0.63,Agricultural,True,Community Testimony,0.823,0.787,0.091,2025-05-14,Rejected - Multiple Claims,2025-06-10,Approved with Conditions,19.531234,79.063524,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000161,FAM-58403AE3,Rakesh Sharma,29,Male,Andhra Pradesh,Dantewada,Village_6,Kondh,ST,True,23,True,Aadhaar|Voter ID,Gram Sabha Cert,,True,7,3,1.55,Agricultural,False,Medical Certificate Alternative,0.753,0.911,0.012,2025-09-08,Approved,2025-09-27,Rejected,19.359828,82.242594,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000162,FAM-3383D045,Sunita Devi,60,Female,Maharashtra,Rayagada,Village_16,Kondh,ST,True,1,True,Ration Card|PAN,Gram Sabha Cert,,True,6,2,3.81,Community Forest Resource,False,Community Testimony,0.685,0.953,0.341,2025-03-06,Approved,2025-03-28,Approved,17.91698,82.722713,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000163,FAM-78F417F6,Rakesh Sharma,54,Male,Andhra Pradesh,Dantewada,Village_10,Santhal,ST,True,43,True,Aadhaar|Voter ID,Ration Card,,True,5,3,1.19,Water Bodies,False,Community Testimony,0.743,0.836,0.094,2025-02-07,Under Review,2025-03-04,Approved with Conditions,21.930739,77.973781,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000164,FAM-C4CA553C,Geeta Singh,52,Female,Chhattisgarh,Koraput,Village_41,Gond,ST,True,15,True,Ration Card|Voter ID,Electricity Bill,,True,2,2,0.97,Community Forest Resource,False,Medical Certificate Alternative,0.778,0.887,0.195,2025-03-21,Approved,2025-04-24,Approved,24.130376,76.553615,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000165,FAM-58522622,Raman Kumar,26,Male,Maharashtra,Koraput,Village_75,Ho,OTFD,False,101,False,Voter ID|Aadhaar,Gram Sabha Cert,Medical Record|Land Record,True,6,4,3.63,Water Bodies,False,Partial,0.746,0.612,0.309,2025-05-05,Pending - Gram Sabha,2025-06-03,Approved,20.174281,80.528175,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000166,FAM-E6764B0D,Rakesh Sharma,33,Male,Madhya Pradesh,Rayagada,Village_23,Ho,OTFD,False,112,False,Voter ID|PAN,Gram Sabha Cert,Voter List|Medical Record,True,5,0,0.64,Grazing,False,Community Testimony,0.748,0.521,0.083,2025-07-16,Under Review,2025-08-29,Approved,24.844718,78.212924,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000167,FAM-BACCE3A8,Geeta Singh,62,Female,Maharashtra,Dantewada,Village_23,Munda,OTFD,False,117,False,Ration Card|Voter ID,Gram Sabha Cert,Gram Sabha Cert|Old Ration Card,True,6,1,2.31,Grazing,False,Partial,0.807,0.676,0.347,2025-08-20,Under Review,2025-09-04,Approved with Conditions,18.324847,75.002147,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000168,FAM-53798A7F,Suresh Prasad,36,Male,Chhattisgarh,Kandhamal,Village_78,Kondh,OTFD,False,118,False,Voter ID|Ration Card,Electricity Bill,Gram Sabha Cert|Old Ration Card,True,6,0,2.19,Grazing,False,Partial,0.859,0.705,0.097,2025-03-05,Approved,2025-04-09,Rejected,18.174921,76.162438,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000169,FAM-5DF07BB5,Rita Gupta,61,Female,Andhra Pradesh,Koraput,Village_93,Santhal,OTFD,False,81,False,Voter ID|Ration Card,Gram Sabha Cert,Voter List|Gram Sabha Cert,True,6,0,1.1,Grazing,False,Partial,0.849,0.755,0.067,2025-06-15,Pending - Gram Sabha,2025-07-19,Approved,20.025691,75.718772,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000170,FAM-0AA4EAF0,Anita Kumari,63,Female,Odisha,Rayagada,Village_61,Ho,ST,True,39,True,Aadhaar|PAN,Gram Sabha Cert,,True,4,0,3.13,Agricultural,False,Partial,0.961,0.77,0.0,2025-07-17,Pending - Gram Sabha,2025-08-14,Rejected,21.238532,76.983321,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000171,FAM-BD6DCA8B,Geeta Singh,62,Female,Andhra Pradesh,Dantewada,Village_13,Munda,OTFD,False,84,False,PAN|Voter ID,Ration Card,Old Ration Card|Medical Record,True,5,1,2.59,Water Bodies,False,Partial,0.602,0.872,0.003,2025-02-17,Pending - Gram Sabha,2025-03-04,Rejected,23.434297,79.314986,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000172,FAM-F336C78D,Rita Gupta,41,Female,Jharkhand,Dantewada,Village_55,Ho,ST,True,24,True,PAN|Ration Card,Electricity Bill,,True,5,1,3.14,Grazing,False,Medical Certificate Alternative,0.671,0.78,0.194,2025-06-25,Under Review,2025-08-01,Rejected,17.952686,76.987027,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000173,FAM-A6F17099,Raman Kumar,38,Male,Maharashtra,Bastar,Village_44,Ho,OTFD,False,115,False,Aadhaar|Ration Card,Electricity Bill,Gram Sabha Cert|Old Ration Card,True,5,4,3.32,Habitation,False,Medical Certificate Alternative,0.635,0.632,0.148,2025-01-24,Pending - Gram Sabha,2025-02-20,Rejected,21.168044,83.250876,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000174,FAM-72A97285,Ramesh Yadav,53,Male,Odisha,Rayagada,Village_85,Ho,ST,True,19,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,4,3,2.29,Habitation,False,Complete,0.744,0.828,0.39,2025-05-25,Approved,2025-06-21,Approved with Conditions,21.688641,80.730655,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000175,FAM-380E95A3,Raman Kumar,60,Male,Jharkhand,Dantewada,Village_75,Santhal,OTFD,False,98,False,PAN|Aadhaar,Gram Sabha Cert,School Cert|Voter List,True,2,4,3.75,Water Bodies,True,Partial,0.763,0.553,0.029,2025-05-11,Rejected - Multiple Claims,2025-06-25,Approved with Conditions,24.008904,84.570916,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000176,FAM-C44B596E,Seeta Sharma,61,Female,Madhya Pradesh,Rayagada,Village_97,Santhal,ST,True,50,True,Ration Card|PAN,Electricity Bill,,True,5,2,3.64,Agricultural,False,Community Testimony,0.627,0.817,0.398,2025-04-26,Pending - Gram Sabha,2025-05-21,Rejected,21.285215,83.110641,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000177,FAM-C84FBB49,Sunita Devi,50,Female,Andhra Pradesh,Kandhamal,Village_10,Ho,ST,True,12,True,Ration Card|Voter ID,Electricity Bill,,True,8,1,1.26,Water Bodies,False,Partial,0.8,0.6,0.294,2025-04-08,Under Review,2025-04-29,Rejected,19.848219,84.1262,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000178,FAM-254E68FE,Ramesh Yadav,64,Male,Odisha,Dantewada,Village_6,Munda,ST,True,24,True,PAN|Voter ID,Gram Sabha Cert,,True,6,0,3.54,Grazing,False,Community Testimony,0.759,0.875,0.051,2025-07-16,Pending - Gram Sabha,2025-08-30,Rejected,19.778312,85.185202,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000179,FAM-A0F52518,Sunita Devi,69,Female,Maharashtra,Bastar,Village_41,Kondh,OTFD,False,76,False,Voter ID|Ration Card,Gram Sabha Cert,Old Ration Card|Medical Record,True,3,3,1.77,Community Forest Resource,False,Community Testimony,0.695,0.736,0.245,2025-03-16,Under Review,2025-04-13,Rejected,23.017566,78.746014,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000180,FAM-E907C597,Anita Kumari,61,Female,Chhattisgarh,Dantewada,Village_88,Gond,ST,True,7,True,PAN|Aadhaar,Gram Sabha Cert,,True,4,3,2.01,Grazing,False,Partial,0.789,0.505,0.169,2025-09-18,Approved,2025-10-26,Approved with Conditions,19.007792,85.160526,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000181,FAM-F3992575,Suresh Prasad,28,Male,Chhattisgarh,Kandhamal,Village_61,Kondh,ST,True,29,True,PAN|Voter ID,Electricity Bill,,True,7,4,1.76,Water Bodies,False,Community Testimony,0.738,0.706,0.14,2025-04-19,Pending - Gram Sabha,2025-05-22,Approved,24.834985,77.699914,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000182,FAM-91425B7A,Seeta Sharma,30,Female,Madhya Pradesh,Dantewada,Village_37,Munda,ST,True,41,True,Voter ID|Aadhaar,Gram Sabha Cert,,True,4,2,3.33,Community Forest Resource,False,Medical Certificate Alternative,0.94,0.536,0.065,2025-06-11,Approved,2025-07-16,Rejected,22.157154,77.526225,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000183,FAM-857A3E7B,Rita Gupta,58,Female,Madhya Pradesh,Bastar,Village_22,Gond,ST,True,2,True,Voter ID|PAN,Ration Card,,True,5,4,2.82,Agricultural,False,Medical Certificate Alternative,0.641,0.532,0.351,2025-01-01,Pending - Gram Sabha,2025-02-09,Approved,17.831427,82.035328,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000184,FAM-0BB7C264,Geeta Singh,39,Female,Chhattisgarh,Kandhamal,Village_57,Gond,ST,True,9,True,Voter ID|Aadhaar,Ration Card,,True,3,4,2.82,Community Forest Resource,False,Medical Certificate Alternative,0.99,0.77,0.109,2025-03-23,Under Review,2025-04-24,Rejected,20.652347,83.735851,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000185,FAM-CA753E8B,Rita Gupta,65,Female,Andhra Pradesh,Dantewada,Village_40,Santhal,OTFD,False,106,False,Voter ID|Aadhaar,Electricity Bill,Medical Record|Gram Sabha Cert,True,7,3,1.94,Habitation,False,Complete,0.809,0.879,0.055,2025-08-18,Under Review,2025-09-02,Approved with Conditions,19.396884,83.9563,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000186,FAM-18D276EB,Raman Kumar,60,Male,Jharkhand,Rayagada,Village_53,Ho,OTFD,False,103,False,Ration Card|Aadhaar,Ration Card,Gram Sabha Cert|Voter List,True,7,4,3.4,Habitation,False,Medical Certificate Alternative,0.85,0.758,0.32,2025-05-10,Pending - Gram Sabha,2025-06-14,Approved with Conditions,20.303231,85.095266,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000187,FAM-B1FE5818,Sunita Devi,65,Female,Madhya Pradesh,Dantewada,Village_58,Santhal,ST,True,45,True,Ration Card|Aadhaar,Electricity Bill,,True,3,0,0.57,Agricultural,False,Complete,0.674,0.551,0.108,2025-08-24,Pending - Gram Sabha,2025-09-08,Approved,17.117799,76.823445,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000188,FAM-437C3146,Geeta Singh,54,Female,Andhra Pradesh,Koraput,Village_43,Kondh,ST,True,49,True,Voter ID|Aadhaar,Electricity Bill,,True,3,3,3.21,Agricultural,False,Partial,0.677,0.921,0.327,2025-02-25,Approved,2025-04-03,Approved with Conditions,18.977298,86.92896,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000189,FAM-0056B47F,Rakesh Sharma,67,Male,Chhattisgarh,Bastar,Village_50,Santhal,ST,True,21,True,Voter ID|PAN,Gram Sabha Cert,,True,7,3,0.65,Water Bodies,False,Community Testimony,0.792,0.649,0.144,2025-04-04,Approved,2025-04-26,Approved with Conditions,17.120542,84.327075,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000190,FAM-15487861,Anita Kumari,25,Female,Odisha,Dantewada,Village_89,Munda,ST,True,45,True,Voter ID|Ration Card,Ration Card,,True,3,4,1.37,Grazing,True,Community Testimony,0.972,0.998,0.25,2025-01-12,Rejected - Multiple Claims,2025-02-16,Approved,18.00662,77.02477,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000191,FAM-ABCB67E1,Seeta Sharma,37,Female,Odisha,Bastar,Village_46,Gond,OTFD,False,92,False,Aadhaar|Voter ID,Gram Sabha Cert,Voter List|Land Record,True,6,1,1.53,Grazing,False,Partial,0.817,0.662,0.187,2025-09-06,Pending - Gram Sabha,2025-09-23,Approved with Conditions,19.365381,77.42354,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000192,FAM-23226A1F,Rakesh Sharma,49,Male,Andhra Pradesh,Rayagada,Village_3,Ho,ST,True,24,True,Voter ID|Ration Card,Gram Sabha Cert,,True,7,2,0.72,Water Bodies,False,Partial,0.81,0.749,0.221,2025-05-11,Pending - Gram Sabha,2025-06-08,Approved,17.77005,82.565583,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000193,FAM-6781AB1E,Suresh Prasad,27,Male,Chhattisgarh,Koraput,Village_63,Gond,ST,True,7,True,Aadhaar|PAN,Gram Sabha Cert,,True,8,0,3.43,Grazing,False,Community Testimony,0.62,0.61,0.287,2025-04-21,Approved,2025-05-21,Approved with Conditions,23.40816,74.789102,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000194,FAM-432DAEDB,Geeta Singh,70,Female,Odisha,Dantewada,Village_35,Ho,ST,True,3,True,Aadhaar|Voter ID,Ration Card,,True,3,4,3.81,Water Bodies,True,Partial,0.813,0.595,0.21,2025-04-19,Rejected - Multiple Claims,2025-05-24,Rejected,21.465133,83.699409,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000195,FAM-693FCBB8,Seeta Sharma,69,Female,Andhra Pradesh,Bastar,Village_14,Gond,OTFD,False,87,False,Ration Card|PAN,Electricity Bill,Gram Sabha Cert|School Cert,True,5,2,2.37,Water Bodies,False,Community Testimony,0.961,0.775,0.399,2025-07-25,Under Review,2025-08-29,Rejected,18.92578,81.093141,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000196,FAM-2962CCC8,Geeta Singh,53,Female,Madhya Pradesh,Bastar,Village_1,Kondh,ST,True,19,True,Aadhaar|PAN,Ration Card,,True,6,4,3.98,Community Forest Resource,True,Partial,0.686,0.657,0.309,2025-05-18,Rejected - Multiple Claims,2025-06-18,Rejected,18.237718,74.490572,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000197,FAM-449F66C5,Mahesh Singh,48,Male,Maharashtra,Rayagada,Village_30,Santhal,ST,True,20,True,Aadhaar|PAN,Electricity Bill,,True,4,0,2.49,Habitation,False,Community Testimony,0.917,0.586,0.33,2025-02-20,Pending - Gram Sabha,2025-03-27,Rejected,23.466729,78.960099,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000198,FAM-FC0F0CBA,Geeta Singh,52,Female,Madhya Pradesh,Koraput,Village_99,Gond,OTFD,False,117,False,Aadhaar|PAN,Gram Sabha Cert,Voter List|Old Ration Card,True,6,4,1.57,Agricultural,False,Partial,0.731,0.849,0.061,2025-07-15,Pending - Gram Sabha,2025-08-23,Rejected,17.720664,79.615164,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000199,FAM-D18B6970,Suresh Prasad,46,Male,Odisha,Bastar,Village_74,Kondh,OTFD,False,111,False,Ration Card|Voter ID,Ration Card,Voter List|Land Record,True,6,1,2.02,Habitation,False,Medical Certificate Alternative,0.824,0.744,0.261,2025-09-20,Approved,2025-10-28,Approved,17.573152,84.098035,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000200,FAM-18A27089,Raman Kumar,67,Male,Madhya Pradesh,Bastar,Village_47,Santhal,ST,True,13,True,PAN|Voter ID,Gram Sabha Cert,,True,8,1,2.79,Community Forest Resource,False,Community Testimony,0.846,0.995,0.177,2025-08-02,Approved,2025-09-15,Approved,22.482874,76.027886,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000201,FAM-912ED28F,Raman Kumar,28,Male,Chhattisgarh,Dantewada,Village_19,Santhal,OTFD,False,76,False,PAN|Ration Card,Ration Card,Medical Record|Voter List,True,7,0,2.15,Community Forest Resource,False,Partial,0.682,0.762,0.103,2025-03-23,Under Review,2025-04-29,Approved with Conditions,21.66404,82.625868,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000202,FAM-514ADA58,Raman Kumar,43,Male,Chhattisgarh,Dantewada,Village_35,Kondh,ST,True,30,True,Aadhaar|Ration Card,Electricity Bill,,True,4,3,2.81,Community Forest Resource,False,Complete,0.717,0.942,0.155,2025-09-23,Under Review,2025-10-11,Rejected,21.252485,76.423426,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000203,FAM-4C3362EB,Rita Gupta,70,Female,Odisha,Koraput,Village_32,Ho,ST,True,20,True,PAN|Voter ID,Electricity Bill,,True,7,2,3.11,Agricultural,False,Community Testimony,0.742,0.651,0.398,2025-05-26,Pending - Gram Sabha,2025-06-11,Approved with Conditions,24.123217,84.593162,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000204,FAM-473B5AD1,Anita Kumari,34,Female,Jharkhand,Bastar,Village_85,Gond,ST,True,6,True,Ration Card|PAN,Gram Sabha Cert,,True,7,1,2.64,Habitation,False,Partial,0.771,0.656,0.242,2025-09-05,Under Review,2025-09-26,Rejected,21.330831,84.401366,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000205,FAM-F913BD8D,Rita Gupta,33,Female,Madhya Pradesh,Rayagada,Village_84,Ho,OTFD,False,86,False,PAN|Aadhaar,Gram Sabha Cert,Land Record|Old Ration Card,True,3,0,1.14,Habitation,False,Community Testimony,0.952,0.707,0.165,2025-05-05,Under Review,2025-06-13,Approved,18.477972,83.911817,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000206,FAM-2AD24DDB,Rita Gupta,61,Female,Maharashtra,Rayagada,Village_77,Gond,OTFD,False,90,False,Aadhaar|Voter ID,Ration Card,Gram Sabha Cert|Voter List,True,5,0,0.97,Water Bodies,False,Community Testimony,0.674,0.694,0.19,2025-04-08,Approved,2025-04-24,Approved with Conditions,24.601584,76.893205,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000207,FAM-7DACA2A3,Suresh Prasad,29,Male,Chhattisgarh,Bastar,Village_79,Munda,OTFD,False,120,False,PAN|Voter ID,Ration Card,Voter List|Gram Sabha Cert,True,7,0,3.22,Water Bodies,False,Medical Certificate Alternative,0.888,0.697,0.376,2025-09-17,Pending - Gram Sabha,2025-10-22,Rejected,17.87453,79.939706,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000208,FAM-7E4DD0B3,Rakesh Sharma,59,Male,Madhya Pradesh,Koraput,Village_72,Munda,OTFD,False,109,False,Aadhaar|Ration Card,Electricity Bill,Voter List|Gram Sabha Cert,True,5,0,3.6,Community Forest Resource,False,Medical Certificate Alternative,0.718,0.96,0.276,2025-08-27,Approved,2025-10-01,Rejected,21.005262,76.337028,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000209,FAM-36AF4A1B,Ramesh Yadav,51,Male,Jharkhand,Bastar,Village_4,Gond,ST,True,30,True,Voter ID|Ration Card,Ration Card,,True,7,4,1.38,Habitation,False,Complete,0.636,0.853,0.254,2025-09-23,Approved,2025-10-20,Rejected,24.598031,78.922822,2025-09-06 06:35:24,2025-09-06 06:35:24
FRA-2025-000210,FAM-4D19F2BD,Mahesh Singh,61,Male,Andhra Pradesh,Rayagada,Village_21,Gond,ST,True,12,True,Aadhaar|Voter ID,Electricity Bill,,True,5,3,1.58,Grazing,False,Partial,0.647,0.566,0.081,2025-05-01,Pending - Gram Sabha,2025-05-30,Rejected,23.459637,81.903791,2025-09-06 06:35:24,2025-09-06 06:35:24
