application_id,family_id,aadhaar_id,applicant_name,age,gender,state,district,village,tribe,community_category,is_scheduled_tribe,family_size,dependents,land_area_requested_acres,land_type,has_previous_claim,has_aadhaar,has_community_proof,has_tribal_proof,has_medical_certificate,document_completeness,years_in_forest_area,occupation,annual_income,application_date,application_status,document_authenticity_score,eligibility_confidence_score,fraud_risk_score,gram_sabha_date,frc_recommendation,latitude,longitude,created_timestamp,last_updated
FRA-2025-000151,FAM-B91926A0,,Applicant_151,45,Female,Jharkhand,Koraput,Village_41,Munda,OTFD,False,4,2,0.97,Community Forest Resource,True,False,True,False,False,Medical Certificate Alternative,35,Daily Labor,34264,2025-03-21,Rejected - Multiple Claims,0.843,0.921,0.343,,,18.120013,81.002034,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000152,FAM-97BED5F1,5312-2252-2235,Applicant_152,26,Male,Rajasthan,Gadchiroli,Village_52,Chenchu,ST,True,6,2,2.4,Water Bodies,True,True,True,True,False,Partial,48,Daily Labor,116105,2025-05-05,Rejected - Multiple Claims,0.786,0.755,0.159,,,21.017338,82.61482,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000153,FAM-FD4AC02E,3717-9423-3299,Applicant_153,53,Male,Jharkhand,Gadchiroli,Village_73,Bonda,ST,True,7,5,2.19,Community Forest Resource,False,True,True,True,False,Complete,28,Livestock Rearing,50673,2025-01-22,Under Review,0.807,0.896,0.155,2025-03-07,Approved with Conditions,24.052416,74.518761,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000154,FAM-7D898E74,,Applicant_154,65,Female,Maharashtra,Gadchiroli,Village_70,Chenchu,ST,True,7,3,1.78,Agricultural,False,False,True,False,False,Medical Certificate Alternative,46,Livestock Rearing,83813,2025-08-20,Pending - Document Verification,0.603,0.941,0.176,,,18.839926,80.689037,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000155,FAM-008DB161,,Applicant_155,36,Male,Andhra Pradesh,Gadchiroli,Village_92,Gond,OTFD,False,8,5,3.02,Grazing,True,False,True,False,True,Community Testimony,20,Forest Produce Collection,25655,2025-03-19,Rejected - Multiple Claims,0.837,0.567,0.205,,,24.126381,75.909246,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000156,FAM-8542B96F,3725-5231-3949,Applicant_156,58,Female,Rajasthan,Gadchiroli,Village_82,Kondh,OTFD,False,2,0,2.07,Grazing,True,True,True,False,False,Community Testimony,39,Forest Produce Collection,124151,2025-03-20,Rejected - Multiple Claims,0.864,0.632,0.29,,,19.74137,79.895112,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000157,FAM-21A8430C,2127-4765-7196,Applicant_157,49,Male,Chhattisgarh,Koraput,Village_26,Koya,OTFD,False,8,2,2.62,Habitation,True,True,False,False,False,Complete,22,Handicrafts,106427,2025-03-20,Rejected - Multiple Claims,0.816,0.501,0.375,,,22.428475,79.609459,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000158,FAM-6BE2B87E,7892-7068-1711,Applicant_158,69,Female,Madhya Pradesh,Mandla,Village_99,Bhil,ST,True,5,1,1.39,Habitation,False,True,False,False,False,Community Testimony,28,Forest Produce Collection,20716,2025-01-19,Pending - Community Verification,0.809,0.76,0.15,,,18.64335,84.455733,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000159,FAM-C1C3ACE9,,Applicant_159,34,Female,Rajasthan,Dantewada,Village_34,Koya,OTFD,False,6,2,3.97,Grazing,False,False,False,False,False,Partial,31,Daily Labor,92733,2025-08-09,Pending - Document Verification,0.995,0.789,0.31,,,20.185038,75.794891,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000160,FAM-B4C49269,2951-4764-8317,Applicant_160,69,Male,Chhattisgarh,Bastar,Village_66,Bhil,ST,True,3,1,3.88,Agricultural,False,True,True,False,False,Community Testimony,22,Farming,54483,2025-04-12,Approved,0.844,0.862,0.372,2025-05-09,Rejected,22.249402,77.7241,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000161,FAM-49538453,1941-3871-9099,Applicant_161,53,Male,Madhya Pradesh,Nandurbar,Village_67,Ho,ST,True,8,3,2.65,Agricultural,False,True,False,True,False,Partial,22,Livestock Rearing,122193,2025-07-12,Pending - SDLC,0.762,0.6,0.006,,,22.628975,85.949306,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000162,FAM-6E1E342E,5661-6703-6693,Applicant_162,42,Male,Rajasthan,Bastar,Village_59,Bhil,OTFD,False,3,1,2.27,Water Bodies,False,True,True,False,False,Complete,45,Daily Labor,145397,2025-05-18,Pending - DLC,0.7,0.721,0.151,,,20.869039,77.162552,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000163,FAM-826EF5BD,6565-8517-8548,Applicant_163,62,Male,West Bengal,Rayagada,Village_34,Gond,ST,True,7,5,1.3,Community Forest Resource,True,True,False,False,False,Complete,42,Livestock Rearing,52539,2025-05-03,Rejected - Multiple Claims,0.76,0.874,0.137,,,21.436412,76.320315,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000164,FAM-045FBCDA,6142-6792-4580,Applicant_164,61,Female,Jharkhand,Nandurbar,Village_25,Warli,ST,True,7,1,3.55,Habitation,False,True,True,False,False,Medical Certificate Alternative,24,Farming,35712,2025-02-22,Pending - SDLC,0.846,0.882,0.217,,,17.338105,80.269797,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000165,FAM-0C5F4AF2,6167-9066-5501,Applicant_165,56,Male,Gujarat,Dantewada,Village_51,Munda,ST,True,2,1,2.17,Water Bodies,False,True,True,False,False,Partial,34,Farming,111520,2025-09-15,Pending - Gram Sabha,0.876,0.506,0.084,,,21.648066,78.230671,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000166,FAM-90716C94,,Applicant_166,41,Male,Maharashtra,Mandla,Village_79,Oraon,OTFD,False,5,1,1.97,Community Forest Resource,False,False,True,False,False,Partial,38,Forest Produce Collection,148355,2025-04-27,Pending - Document Verification,0.64,0.635,0.094,,,20.45775,78.951484,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000167,FAM-BDDFB5C6,,Applicant_167,25,Male,Telangana,Mandla,Village_18,Bonda,OTFD,False,8,7,1.55,Water Bodies,False,False,True,False,True,Complete,26,Livestock Rearing,82460,2025-02-15,Pending - Gram Sabha,0.704,0.68,0.223,,,23.480127,78.473824,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000168,FAM-F38A0F55,7746-2986-6752,Applicant_168,68,Male,Rajasthan,Gadchiroli,Village_84,Bonda,OTFD,False,4,2,2.86,Grazing,True,True,True,False,False,Medical Certificate Alternative,34,Small Business,145382,2025-03-28,Rejected - Multiple Claims,0.667,0.904,0.135,,,22.050187,81.431288,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000169,FAM-4B2F3BDB,,Applicant_169,46,Male,Andhra Pradesh,Ranchi,Village_84,Ho,OTFD,False,4,3,3.23,Community Forest Resource,True,False,True,False,True,Complete,24,Small Business,50753,2025-05-24,Rejected - Multiple Claims,0.88,0.54,0.067,,,17.824075,74.829301,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000170,FAM-5FE8E77B,,Applicant_170,26,Female,Gujarat,Rayagada,Village_14,Ho,ST,True,7,3,1.58,Habitation,False,False,False,True,True,Partial,20,Farming,106972,2025-06-28,Pending - Gram Sabha,0.946,0.734,0.348,,,24.478861,81.131089,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000171,FAM-7574B3B4,3213-9835-3900,Applicant_171,62,Female,Rajasthan,Khunti,Village_68,Bonda,OTFD,False,4,3,2.39,Agricultural,True,True,True,False,False,Community Testimony,28,Forest Produce Collection,59789,2025-01-01,Rejected - Multiple Claims,0.809,0.879,0.055,,,19.294098,80.956286,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000172,FAM-059B11CF,,Applicant_172,25,Female,Maharashtra,Gadchiroli,Village_30,Kondh,ST,True,5,4,2.03,Habitation,False,False,True,True,False,Complete,33,Small Business,51399,2025-09-25,Pending - Document Verification,0.92,0.807,0.278,,,19.174921,82.429942,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000173,FAM-0205026D,9715-5404-7765,Applicant_173,37,Male,Jharkhand,Kandhamal,Village_38,Gond,OTFD,False,4,3,1.16,Agricultural,False,True,False,False,False,Complete,25,Farming,56977,2025-05-05,Pending - Community Verification,0.886,0.864,0.093,,,18.20547,80.416534,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000174,FAM-285FF8C6,6601-7885-6104,Applicant_174,56,Female,West Bengal,Koraput,Village_43,Gond,ST,True,2,1,3.21,Agricultural,True,True,True,True,False,Community Testimony,46,Farming,35985,2025-04-13,Rejected - Multiple Claims,0.908,0.721,0.295,,,17.268082,79.99085,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000175,FAM-59F36FCB,2539-9538-4415,Applicant_175,55,Female,Maharashtra,Ranchi,Village_21,Bonda,ST,True,4,3,2.73,Habitation,False,True,False,True,False,Complete,27,Small Business,76906,2025-06-01,Under Review,0.918,0.792,0.158,2025-06-23,Approved,24.750679,81.554001,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000176,FAM-2F2A7AAB,8786-3539-7084,Applicant_176,30,Male,Jharkhand,Mandla,Village_12,Bonda,ST,True,2,1,2.76,Water Bodies,False,True,True,True,False,Medical Certificate Alternative,37,Small Business,119181,2025-06-26,Pending - SDLC,0.893,0.511,0.151,,,22.795193,77.259051,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000177,FAM-87D0E17F,1646-8951-8168,Applicant_177,60,Female,Gujarat,Mandla,Village_25,Chenchu,ST,True,4,2,3.06,Community Forest Resource,False,True,False,True,False,Community Testimony,29,Livestock Rearing,90989,2025-06-15,Approved,0.91,0.753,0.293,2025-07-28,Approved,21.957877,78.732978,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000178,FAM-1829F290,4912-6254-2037,Applicant_178,67,Female,Madhya Pradesh,Dindori,Village_88,Warli,ST,True,6,2,1.63,Community Forest Resource,False,True,False,False,False,Complete,21,Forest Produce Collection,43414,2025-01-07,Pending - Community Verification,0.643,0.596,0.013,,,22.134013,79.051785,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000179,FAM-BC69F073,9026-9615-5193,Applicant_179,28,Female,Madhya Pradesh,Gadchiroli,Village_92,Gond,ST,True,3,2,2.22,Agricultural,True,True,True,False,False,Community Testimony,46,Livestock Rearing,124103,2025-01-27,Rejected - Multiple Claims,0.847,0.765,0.294,,,23.675652,75.01316,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000180,FAM-315FCBCE,4537-9511-2591,Applicant_180,31,Male,Gujarat,Khunti,Village_25,Munda,ST,True,6,5,3.82,Water Bodies,True,True,False,False,False,Medical Certificate Alternative,41,Handicrafts,112084,2025-07-04,Rejected - Multiple Claims,0.667,0.59,0.161,,,19.700103,76.056294,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000181,FAM-60A645E5,8258-6772-6163,Applicant_181,60,Female,Andhra Pradesh,Khunti,Village_98,Bonda,OTFD,False,6,1,2.47,Habitation,True,True,True,False,False,Community Testimony,34,Handicrafts,20025,2025-01-10,Rejected - Multiple Claims,0.838,0.759,0.397,,,19.414733,77.904342,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000182,FAM-ADEE1E56,4635-4519-6159,Applicant_182,26,Female,Gujarat,Dindori,Village_72,Chenchu,ST,True,2,0,2.11,Habitation,False,True,True,False,False,Partial,27,Livestock Rearing,126309,2025-05-03,Pending - DLC,0.76,0.959,0.294,,,22.788644,84.307755,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000183,FAM-AF133D20,3832-8999-2562,Applicant_183,63,Female,Odisha,Gadchiroli,Village_49,Gond,OTFD,False,4,3,1.96,Agricultural,False,True,False,False,False,Community Testimony,21,Livestock Rearing,88731,2025-01-11,Pending - Community Verification,0.816,0.575,0.201,,,18.766377,74.656758,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000184,FAM-2777C848,7436-8300-9269,Applicant_184,30,Male,Telangana,Dantewada,Village_51,Santhal,ST,True,2,1,2.5,Agricultural,True,True,True,True,False,Community Testimony,44,Small Business,37088,2025-03-16,Rejected - Multiple Claims,0.824,0.744,0.261,,,18.568794,82.007959,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000185,FAM-3531E898,9589-5034-4970,Applicant_185,29,Female,Telangana,Ranchi,Village_88,Chenchu,ST,True,7,3,1.98,Community Forest Resource,False,True,True,False,False,Complete,44,Livestock Rearing,42184,2025-06-20,Pending - SDLC,0.849,0.72,0.37,,,18.867917,82.90967,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000186,FAM-57DD3413,3555-2405-2841,Applicant_186,28,Male,Rajasthan,Kandhamal,Village_37,Kondh,ST,True,4,3,2.15,Community Forest Resource,False,True,True,False,False,Medical Certificate Alternative,37,Handicrafts,101663,2025-03-23,Approved,0.751,0.953,0.211,2025-04-15,Approved,17.48088,76.609049,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000187,FAM-A5D5D978,,Applicant_187,66,Male,Chhattisgarh,Khunti,Village_85,Ho,OTFD,False,8,1,0.57,Grazing,False,False,False,False,True,Medical Certificate Alternative,35,Daily Labor,89672,2025-02-06,Pending - Community Verification,0.68,0.983,0.224,,,22.699754,74.516781,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000188,FAM-DCC08C6C,,Applicant_188,56,Female,Jharkhand,Koraput,Village_45,Bonda,OTFD,False,3,2,1.47,Agricultural,False,False,True,False,False,Partial,24,Livestock Rearing,137594,2025-07-22,Pending - Document Verification,0.655,0.865,0.208,,,22.423959,85.345119,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000189,FAM-1C9839D1,4726-7837-4938,Applicant_189,61,Male,Telangana,Dantewada,Village_78,Oraon,ST,True,3,2,0.99,Water Bodies,False,True,True,False,False,Partial,33,Forest Produce Collection,106013,2025-03-11,Approved,0.823,0.974,0.047,2025-04-05,Approved,22.816636,83.950655,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000190,FAM-F31FDF9D,7783-7737-5970,Applicant_190,53,Female,Jharkhand,Bastar,Village_14,Santhal,ST,True,8,4,2.62,Water Bodies,False,True,True,False,False,Complete,31,Farming,110196,2025-08-05,Pending - DLC,0.938,0.734,0.26,,,18.471812,79.036984,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000191,FAM-6A5B2A8A,8763-3253-3683,Applicant_191,37,Male,Odisha,Khunti,Village_98,Kondh,OTFD,False,3,2,2.85,Habitation,False,True,True,False,False,Community Testimony,47,Daily Labor,84217,2025-06-28,Pending - SDLC,0.955,0.714,0.31,,,21.86344,84.716271,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000192,FAM-8155203D,6126-7457-9784,Applicant_192,58,Male,Gujarat,Rayagada,Village_58,Warli,ST,True,3,2,2.38,Agricultural,True,True,True,True,False,Community Testimony,32,Livestock Rearing,121407,2025-05-15,Rejected - Multiple Claims,0.667,0.647,0.368,,,22.519624,85.747783,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000193,FAM-17AF4EFC,8595-8400-2481,Applicant_193,57,Male,Jharkhand,Gadchiroli,Village_90,Koya,ST,True,5,2,2.08,Habitation,True,True,True,True,False,Medical Certificate Alternative,30,Small Business,105010,2025-03-23,Rejected - Multiple Claims,0.893,0.546,0.282,,,22.072579,75.108985,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000194,FAM-7B5534E7,7292-9383-3619,Applicant_194,49,Female,Odisha,Kandhamal,Village_43,Chenchu,ST,True,3,0,1.13,Agricultural,True,True,True,False,False,Community Testimony,29,Small Business,43684,2025-02-05,Rejected - Multiple Claims,0.984,0.502,0.306,,,17.097662,80.469159,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000195,FAM-2899A7D7,9169-9904-1094,Applicant_195,63,Female,Madhya Pradesh,Bastar,Village_76,Bonda,OTFD,False,5,0,2.6,Agricultural,False,True,False,False,False,Partial,21,Forest Produce Collection,39432,2025-01-21,Pending - Community Verification,0.74,0.573,0.013,,,21.624742,81.842711,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000196,FAM-7BF330AE,6424-2436-1803,Applicant_196,31,Female,Jharkhand,Kandhamal,Village_87,Ho,ST,True,5,4,1.76,Agricultural,False,True,True,True,False,Community Testimony,46,Farming,119410,2025-07-27,Pending - DLC,0.626,0.735,0.049,,,23.875264,78.279711,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000197,FAM-CE1B007F,7779-9595-4438,Applicant_197,69,Male,Rajasthan,Koraput,Village_14,Chenchu,ST,True,5,4,3.77,Community Forest Resource,True,True,True,False,False,Medical Certificate Alternative,49,Forest Produce Collection,100516,2025-08-17,Rejected - Multiple Claims,0.892,0.749,0.323,,,24.069309,77.025381,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000198,FAM-A199C7CD,5759-4171-1025,Applicant_198,32,Male,West Bengal,Nandurbar,Village_16,Dongria Kondh,OTFD,False,5,0,1.67,Water Bodies,False,True,False,False,False,Partial,42,Livestock Rearing,53347,2025-02-10,Pending - Community Verification,0.72,0.775,0.307,,,17.910694,78.332678,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000199,FAM-37D673A9,,Applicant_199,37,Female,Andhra Pradesh,Nandurbar,Village_62,Warli,ST,True,5,1,2.7,Water Bodies,False,False,True,False,True,Medical Certificate Alternative,38,Small Business,108892,2025-06-18,Pending - DLC,0.607,0.789,0.133,,,24.329492,84.345176,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000200,FAM-90F6A6FA,2084-3446-5595,Applicant_200,26,Female,Telangana,Nandurbar,Village_69,Santhal,OTFD,False,3,2,0.91,Community Forest Resource,False,True,True,False,False,Community Testimony,22,Handicrafts,134956,2025-04-12,Pending - SDLC,0.932,0.651,0.21,,,18.400102,78.864804,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000201,FAM-5A946A4E,1612-4311-2517,Applicant_201,53,Male,West Bengal,Dindori,Village_20,Munda,OTFD,False,7,6,2.33,Community Forest Resource,False,True,False,False,False,Partial,26,Small Business,24791,2025-08-13,Pending - Community Verification,0.885,0.761,0.002,,,24.458699,82.93168,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000202,FAM-7B3EF137,2426-6460-8649,Applicant_202,27,Male,Gujarat,Nandurbar,Village_96,Ho,ST,True,8,4,2.74,Habitation,False,True,True,True,False,Medical Certificate Alternative,37,Livestock Rearing,121290,2025-08-22,Approved,0.709,0.579,0.046,2025-10-06,Rejected,21.477006,75.330879,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000203,FAM-18A0D9B5,9888-6739-6218,Applicant_203,42,Male,Maharashtra,Gadchiroli,Village_32,Santhal,ST,True,6,2,2.39,Agricultural,False,True,True,False,False,Complete,23,Handicrafts,27051,2025-02-14,Pending - SDLC,0.672,0.798,0.237,,,23.689395,83.091751,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000204,FAM-BBC9EA8E,6826-6119-6444,Applicant_204,37,Male,West Bengal,Gadchiroli,Village_17,Gond,OTFD,False,2,1,1.59,Grazing,True,True,True,False,False,Partial,47,Daily Labor,53823,2025-06-13,Rejected - Multiple Claims,0.673,0.959,0.132,,,23.886333,78.221894,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000205,FAM-F59D0065,8987-1495-2070,Applicant_205,55,Male,Andhra Pradesh,Mandla,Village_60,Santhal,OTFD,False,6,4,0.95,Agricultural,True,True,True,False,False,Complete,45,Livestock Rearing,89828,2025-08-13,Rejected - Multiple Claims,0.836,0.619,0.097,,,18.272162,80.270871,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000206,FAM-313451BB,2082-6582-4411,Applicant_206,69,Female,Telangana,Gadchiroli,Village_44,Koya,ST,True,7,5,0.77,Water Bodies,True,True,False,False,False,Community Testimony,30,Daily Labor,32799,2025-08-06,Rejected - Multiple Claims,0.723,0.703,0.239,,,22.484069,81.75327,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000207,FAM-B2AD096A,,Applicant_207,66,Male,Chhattisgarh,Bastar,Village_18,Chenchu,ST,True,8,2,2.81,Grazing,False,False,False,False,False,Partial,26,Small Business,135005,2025-06-10,Pending - Document Verification,0.828,0.957,0.122,,,24.546666,79.651451,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000208,FAM-703997C8,6640-2462-1133,Applicant_208,64,Female,Jharkhand,Dantewada,Village_8,Oraon,ST,True,2,1,0.88,Community Forest Resource,False,True,True,False,False,Community Testimony,40,Livestock Rearing,113293,2025-07-13,Pending - SDLC,0.774,0.606,0.069,,,18.112551,81.220481,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000209,FAM-D22E7E74,6902-7835-3527,Applicant_209,43,Male,Jharkhand,Koraput,Village_10,Bonda,ST,True,7,3,2.8,Habitation,False,True,False,True,False,Community Testimony,48,Small Business,99223,2025-07-20,Under Review,0.782,0.712,0.328,2025-08-16,Approved with Conditions,18.805927,79.522034,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000210,FAM-12CEA262,1121-9161-4878,Applicant_210,70,Female,Telangana,Dindori,Village_74,Oraon,ST,True,2,1,2.97,Agricultural,True,True,True,False,False,Medical Certificate Alternative,34,Daily Labor,30254,2025-09-20,Rejected - Multiple Claims,0.635,0.736,0.297,,,24.683288,75.015065,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000211,FAM-171F5E50,9834-6119-1864,Applicant_211,46,Male,West Bengal,Mandla,Village_66,Warli,OTFD,False,5,2,3.86,Community Forest Resource,False,True,True,False,False,Medical Certificate Alternative,43,Daily Labor,54136,2025-01-21,Pending - SDLC,0.831,0.786,0.263,,,19.334026,83.585941,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000212,FAM-153E2671,1447-5699-8942,Applicant_212,30,Male,Gujarat,Rayagada,Village_36,Ho,ST,True,4,2,3.5,Agricultural,False,True,False,False,False,Partial,41,Handicrafts,68466,2025-03-09,Pending - Community Verification,0.913,0.618,0.072,,,21.219111,74.430177,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000213,FAM-92E1060C,2382-3376-3525,Applicant_213,56,Female,Telangana,Bastar,Village_85,Warli,ST,True,3,2,3.07,Community Forest Resource,False,True,True,True,False,Partial,34,Handicrafts,82420,2025-05-16,Pending - DLC,0.693,0.842,0.156,,,19.101001,80.895748,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000214,FAM-A6E297BF,8122-1194-5731,Applicant_214,53,Female,Andhra Pradesh,Dindori,Village_88,Kondh,ST,True,6,5,1.74,Grazing,False,True,True,True,False,Complete,28,Small Business,96569,2025-07-15,Under Review,0.894,0.794,0.078,2025-08-09,Rejected,22.522227,76.338916,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000215,FAM-E69FE1C6,9972-1173-1138,Applicant_215,29,Male,Telangana,Rayagada,Village_68,Gond,OTFD,False,3,2,1.49,Habitation,False,True,False,False,False,Complete,21,Daily Labor,106062,2025-04-20,Pending - Community Verification,0.855,0.854,0.048,,,23.851527,75.688794,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000216,FAM-6B82C334,4027-2816-4018,Applicant_216,41,Female,West Bengal,Nandurbar,Village_10,Bonda,OTFD,False,8,6,2.92,Community Forest Resource,False,True,True,False,False,Medical Certificate Alternative,44,Farming,70174,2025-07-11,Approved,0.703,0.906,0.071,2025-07-28,Approved with Conditions,24.835376,76.608698,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000217,FAM-1B569637,7432-3923-9061,Applicant_217,31,Male,Gujarat,Khunti,Village_28,Chenchu,OTFD,False,7,2,0.86,Agricultural,False,True,True,False,False,Complete,48,Handicrafts,39510,2025-01-02,Pending - SDLC,0.707,0.85,0.362,,,21.597122,80.699979,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000218,FAM-0233F7C7,9039-8833-8144,Applicant_218,50,Male,Gujarat,Bastar,Village_1,Bhil,OTFD,False,2,1,1.67,Community Forest Resource,True,True,False,False,False,Complete,31,Daily Labor,131849,2025-06-03,Rejected - Multiple Claims,0.936,0.88,0.116,,,18.624964,81.208181,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000219,FAM-9841CD07,7294-4129-5896,Applicant_219,69,Female,Chhattisgarh,Nandurbar,Village_89,Oraon,OTFD,False,7,1,0.99,Habitation,False,True,True,False,False,Community Testimony,22,Daily Labor,104332,2025-05-16,Pending - DLC,0.986,0.906,0.387,,,17.131346,78.410706,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000220,FAM-56A64C9B,,Applicant_220,32,Male,Gujarat,Mandla,Village_87,Koya,ST,True,6,1,3.74,Agricultural,False,False,False,True,False,Complete,27,Small Business,105037,2025-03-01,Pending - Document Verification,0.669,0.525,0.123,,,23.349577,79.9304,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000221,FAM-0BB71B32,3796-2047-2742,Applicant_221,32,Female,Rajasthan,Gadchiroli,Village_29,Gond,OTFD,False,4,3,1.63,Water Bodies,False,True,True,False,False,Complete,38,Forest Produce Collection,63975,2025-02-04,Pending - Gram Sabha,0.656,0.708,0.279,,,21.427262,79.702596,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000222,FAM-B2DFC58C,,Applicant_222,65,Female,Jharkhand,Koraput,Village_63,Gond,ST,True,3,0,2.97,Water Bodies,False,False,False,True,True,Partial,24,Small Business,55513,2025-09-15,Pending - SDLC,0.696,0.587,0.277,,,21.770176,83.323584,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000223,FAM-D7A4F316,,Applicant_223,51,Male,Gujarat,Bastar,Village_25,Gond,ST,True,6,2,3.52,Water Bodies,False,False,False,False,True,Medical Certificate Alternative,21,Forest Produce Collection,34769,2025-03-22,Pending - Community Verification,0.938,0.956,0.199,,,18.278077,85.99475,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000224,FAM-E96EFCF0,1885-6966-5670,Applicant_224,38,Female,Maharashtra,Ranchi,Village_79,Warli,ST,True,7,0,3.74,Habitation,False,True,True,False,False,Complete,22,Forest Produce Collection,114555,2025-08-19,Pending - DLC,0.73,0.599,0.271,,,19.60548,84.126679,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000225,FAM-02036C4D,6343-4731-2606,Applicant_225,40,Female,Madhya Pradesh,Khunti,Village_29,Gond,OTFD,False,2,1,1.01,Water Bodies,True,True,True,False,False,Medical Certificate Alternative,24,Handicrafts,114348,2025-04-21,Rejected - Multiple Claims,0.743,0.635,0.134,,,17.256757,81.392656,2025-09-06 05:09:25,2025-09-06 05:09:25
FRA-2025-000226,FAM-FBB74D5F,5597-3236-2820,Applicant_226,54,Female,Telangana,Kandhamal,Village_98,Oraon,OTFD,False,6,1,3.26,Water Bodies,False,True,True,False,False,Community Testimony,47,Daily Labor,84122,2025-04-19,Pending - SDLC,0.935,0.64,0.292,,,22.889431,77.206504,2025-09-06 05:09:25,2025-09-06 05:09:25
